23178226	taobao.tbk.item.get	2017-05-06 10:06:21
23178226	taobao.tbk.item.get	2017-05-06 10:06:23
23178226	taobao.tbk.item.get	2017-05-06 10:06:25
23178226	taobao.tbk.item.get	2017-05-06 10:06:27
23178226	taobao.tbk.item.get	2017-05-06 10:06:29
23178226	taobao.tbk.item.get	2017-05-06 10:06:31
23178226	taobao.tbk.item.get	2017-05-06 10:06:33
23178226	taobao.tbk.item.get	2017-05-06 10:06:40
23178226	taobao.tbk.item.get	2017-05-06 10:06:42
23178226	taobao.tbk.item.get	2017-05-06 10:06:44
23178226	taobao.tbk.item.get	2017-05-06 10:06:46
23178226	taobao.tbk.item.get	2017-05-06 10:06:48
23178226	taobao.tbk.item.get	2017-05-06 10:06:51
23178226	taobao.tbk.item.get	2017-05-06 10:06:53
23178226	taobao.tbk.item.get	2017-05-06 10:06:55
23178226	taobao.tbk.item.get	2017-05-06 10:06:57
23178226	taobao.tbk.item.get	2017-05-06 10:06:59
23178226	taobao.tbk.item.get	2017-05-06 10:07:02
23178226	taobao.tbk.item.get	2017-05-06 10:07:03
23178226	taobao.tbk.item.get	2017-05-06 10:07:06
23178226	taobao.tbk.item.get	2017-05-06 10:07:09
23178226	taobao.tbk.item.get	2017-05-06 10:07:11
23178226	taobao.tbk.item.get	2017-05-06 10:07:13
23178226	taobao.tbk.item.get	2017-05-06 10:07:15
23178226	taobao.tbk.item.get	2017-05-06 10:07:17
23178226	taobao.tbk.item.get	2017-05-06 10:07:19
23178226	taobao.tbk.item.get	2017-05-06 10:07:21
23178226	taobao.tbk.item.get	2017-05-06 10:07:23
23178226	taobao.tbk.item.get	2017-05-06 10:07:25
23178226	taobao.tbk.item.get	2017-05-06 10:07:27
23178226	taobao.tbk.item.get	2017-05-06 10:07:29
23178226	taobao.tbk.item.get	2017-05-06 10:07:33
23178226	taobao.tbk.item.get	2017-05-06 10:07:36
23178226	taobao.tbk.item.get	2017-05-06 10:07:38
23178226	taobao.tbk.item.get	2017-05-06 10:07:40
23178226	taobao.tbk.item.get	2017-05-06 10:07:42
23178226	taobao.tbk.item.get	2017-05-06 10:07:45
23178226	taobao.tbk.item.get	2017-05-06 10:07:47
23178226	taobao.tbk.item.get	2017-05-06 10:07:49
23178226	taobao.tbk.item.get	2017-05-06 10:07:51
23178226	taobao.tbk.item.get	2017-05-06 10:07:53
23178226	taobao.tbk.item.get	2017-05-06 10:07:55
23178226	taobao.tbk.item.get	2017-05-06 10:07:57
23178226	taobao.tbk.item.get	2017-05-06 10:07:59
23178226	taobao.tbk.item.get	2017-05-06 10:08:01
23178226	taobao.tbk.item.get	2017-05-06 10:08:03
23178226	taobao.tbk.item.get	2017-05-06 10:08:05
23178226	taobao.tbk.item.get	2017-05-06 10:08:07
23178226	taobao.tbk.item.get	2017-05-06 10:08:09
23178226	taobao.tbk.item.get	2017-05-06 10:08:11
23178226	taobao.tbk.item.get	2017-05-06 10:08:13
23178226	taobao.tbk.item.get	2017-05-06 10:08:15
23178226	taobao.tbk.item.get	2017-05-06 10:08:17
23178226	taobao.tbk.item.get	2017-05-06 10:08:19
23178226	taobao.tbk.item.get	2017-05-06 10:08:21
23178226	taobao.tbk.item.get	2017-05-06 10:08:23
23178226	taobao.tbk.item.get	2017-05-06 10:08:25
23178226	taobao.tbk.item.get	2017-05-06 10:08:28
23178226	taobao.tbk.item.get	2017-05-06 10:08:29
23178226	taobao.tbk.item.get	2017-05-06 10:08:31
23178226	taobao.tbk.item.get	2017-05-06 10:08:34
23178226	taobao.tbk.item.get	2017-05-06 10:08:36
23178226	taobao.tbk.item.get	2017-05-06 10:08:38
23178226	taobao.tbk.item.get	2017-05-06 10:08:40
23178226	taobao.tbk.item.get	2017-05-06 10:08:42
23178226	taobao.tbk.item.get	2017-05-06 10:08:44
23178226	taobao.tbk.item.get	2017-05-06 10:08:46
23178226	taobao.tbk.item.get	2017-05-06 10:08:48
23178226	taobao.tbk.item.get	2017-05-06 10:08:50
23178226	taobao.tbk.item.get	2017-05-06 10:08:52
23178226	taobao.tbk.item.get	2017-05-06 10:08:54
23178226	taobao.tbk.item.get	2017-05-06 10:08:56
